rx_id,hcp_id,product,month,trx,nrx
476.0,20,ProductB,2025-08-01,2.0,0.0
727.0,31,ProductA,2025-07-01,13.0,2.0
,197,ProductB,,19.0,4.0
1385.0,58,ProductB,2025-05-01,11.0,1.0
3865.0,162,ProductA,2025-01-01,25.0,5.0
4660.0,195,ProductA,2025-04-01,,8.0
3576.0,149,ProductB,,61.0,8.0
1034.0,44,ProductA,2025-02-01,14.0,1.0
2903.0,121,ProductB,2025-11-01,35.0,7.0
4003.0,167,ProductB,2025-07-01,49.0,10.0
2124.0,89,ProductA,2025-12-01,25.0,6.0
3384.0,141,ProductB,2025-12-01,42.0,7.0
3012.0,126,ProductA,2025-12-01,153.0,18.0
,47,ProductB,2025-12-01,71.0,14.0
4005.0,167,ProductB,09/01/2025,56.0,13.0
2817.0,118,ProductA,2025-09-01,29.0,3.0
334.0,14,ProductB,2025-10-01,7.0,1.0
,11,ProductA,2025-01-01,14.0,2.0
1562.0,66,ProductA,2025-02-01,38.0,5.0
3917.0,164,ProductA,2025-05-01,10.0,1.0
2169.0,91,ProductA,2025-09-01,30.0,4.0
4050.0,169,ProductB,2025-06-01,51.0,11.0
3708.0,155,ProductA,2025-12-01,46.0,11.0
1937.0,81,ProductB,2025-05-01,25.0,5.0
2227.0,93,ProductB,2025-07-01,34.0,3.0
2853.0,119,ProductB,2025-09-01,36.0,5.0
2517.0,105,ProductB,2025-09-01,34.0,5.0
3414.0,143,ProductA,2025-06-01,14.0,2.0
2495.0,104,ProductB,2025-11-01,7.0,0.0
1311.0,55,ProductB,2025-03-01,55.0,6.0
4783.0,200,ProductA,2025-07-01,21.0,4.0
2374.0,99,ProductB,2025-10-01,68.0,15.0
1555.0,65,ProductB,2025-07-01,44.0,6.0
2880.0,120,ProductB,2025-12-01,54.0,9.0
4774.0,199,ProductB,2025-10-01,28.0,5.0
1894.0,79,ProductB,10/01/2025,30.0,4.0
180.0,8,ProductA,2025-12-01,124.0,25.0
564.0,24,ProductA,,25.0,5.0
1787.0,75,ProductA,11/01/2025,,0.0
3409.0,143,ProductA,2025-01-01,14.0,3.0
2186.0,92,ProductA,2025-02-01,31.0,7.0
3964.0,166,ProductA,2025-04-01,18.0,3.0
1525.0,64,ProductB,2025-01-01,15.0,2.0
1047.0,44,,2025-03-01,12.0,1.0
,194,ProductA,2025-05-01,0.0,0.0
,71,ProductA,2025-04-01,19.0,4.0
4442.0,186,ProductA,2025-02-01,,3.0
2838.0,119,ProductA,2025-06-01,34.0,4.0
2565.0,107,ProductB,,137.0,18.0
,90,ProductA,05/01/2025,24.0,4.0
4031.0,168,ProductB,2025-11-01,61.0,9.0
1156.0,49,ProductA,2025-04-01,24.0,4.0
1201.0,51,ProductA,2025-01-01,27.0,5.0
295.0,13,ProductA,2025-07-01,43.0,9.0
860.0,36,ProductB,2025-08-01,20.0,
600.0,25,ProductB,2025-12-01,43.0,6.0
4776.0,199,ProductB,2025-12-01,35.0,4.0
2928.0,122,ProductB,12/01/2025,,2.0
2607.0,109,ProductB,2025-03-01,47.0,10.0
3755.0,157,ProductA,11/01/2025,55.0,13.0
3203.0,134,ProductA,2025-11-01,40.0,8.0
530.0,23,ProductA,,28.0,6.0
800.0,34,ProductA,2025-08-01,13.0,1.0
,188,ProductB,04/01/2025,26.0,5.0
230.0,10,ProductB,2025-02-01,29.0,6.0
1183.0,50,ProductA,2025-07-01,0.0,0.0
595.0,25,ProductB,2025-07-01,35.0,8.0
2772.0,116,ProductA,2025-12-01,31.0,4.0
1744.0,73,ProductB,2025-04-01,23.0,4.0
617.0,26,ProductB,2025-05-01,9.0,1.0
4382.0,183,ProductB,2025-02-01,8.0,1.0
191.0,8,,2025-11-01,57.0,12.0
1358.0,57,ProductB,2025-02-01,15.0,1.0
2920.0,122,ProductB,04/01/2025,19.0,4.0
1008.0,42,ProductB,2025-12-01,30.0,3.0
1553.0,65,ProductB,2025-05-01,40.0,4.0
1717.0,72,ProductB,2025-01-01,55.0,12.0
4089.0,171,ProductA,2025-09-01,10.0,1.0
1438.0,60,ProductB,10/01/2025,,14.0
2564.0,107,ProductB,2025-08-01,123.0,13.0
881.0,37,ProductB,2025-05-01,17.0,4.0
1285.0,54,ProductB,2025-01-01,29.0,4.0
2946.0,123,ProductB,2025-06-01,20.0,2.0
4654.0,194,ProductB,2025-10-01,3.0,0.0
,155,ProductA,07/01/2025,36.0,7.0
962.0,41,ProductA,2025-02-01,31.0,
3132.0,131,ProductA,2025-12-01,2.0,0.0
2876.0,120,ProductB,2025-08-01,46.0,9.0
4528.0,189,ProductB,04/01/2025,5.0,0.0
2653.0,111,ProductB,2025-01-01,3.0,0.0
885.0,37,ProductB,2025-09-01,33.0,6.0
3190.0,133,ProductB,,27.0,2.0
3293.0,138,ProductA,2025-05-01,14.0,
40.0,2,ProductB,2025-04-01,31.0,5.0
1014.0,43,ProductA,2025-06-01,22.0,3.0
3140.0,131,ProductB,2025-08-01,0.0,0.0
4443.0,186,ProductA,2025-03-01,22.0,2.0
4119.0,172,ProductB,2025-03-01,17.0,2.0
1590.0,67,ProductA,2025-06-01,36.0,7.0
1096.0,46,ProductB,2025-04-01,14.0,2.0
2235.0,94,ProductA,2025-03-01,16.0,1.0
1702.0,71,ProductB,2025-10-01,55.0,12.0
2354.0,99,ProductA,2025-02-01,26.0,5.0
372.0,16,ProductA,2025-12-01,19.0,4.0
3453.0,144,ProductB,2025-09-01,27.0,6.0
1816.0,76,,2025-04-01,36.0,5.0
2171.0,91,ProductA,2025-11-01,,6.0
4540.0,190,ProductA,2025-04-01,4.0,0.0
1028.0,43,ProductB,,30.0,5.0
3340.0,140,ProductA,2025-04-01,5.0,0.0
613.0,26,ProductB,2025-01-01,17.0,1.0
3843.0,161,ProductA,2025-03-01,25.0,4.0
549.0,23,ProductB,2025-09-01,40.0,8.0
226.0,10,ProductA,2025-10-01,33.0,5.0
4174.0,174,ProductB,2025-10-01,27.0,3.0
597.0,25,ProductB,2025-09-01,40.0,9.0
44.0,2,ProductB,2025-08-01,44.0,4.0
4015.0,168,ProductA,2025-07-01,62.0,10.0
3124.0,131,ProductA,2025-04-01,0.0,0.0
1420.0,60,ProductA,2025-04-01,52.0,6.0
840.0,35,ProductB,,84.0,9.0
2852.0,119,ProductB,2025-08-01,35.0,4.0
2912.0,122,ProductA,2025-08-01,3.0,0.0
1359.0,57,ProductB,2025-03-01,9.0,1.0
4425.0,185,ProductA,2025-09-01,50.0,10.0
1461.0,61,ProductB,2025-09-01,19.0,4.0
4193.0,175,ProductB,2025-05-01,23.0,
,133,ProductB,2025-06-01,26.0,6.0
4781.0,200,ProductA,2025-05-01,,2.0
1046.0,44,ProductB,2025-02-01,18.0,2.0
3256.0,136,ProductB,,60.0,9.0
723.0,31,ProductA,2025-03-01,8.0,1.0
173.0,8,ProductA,2025-05-01,58.0,8.0
4239.0,177,ProductB,2025-03-01,39.0,8.0
3303.0,138,ProductB,2025-03-01,20.0,3.0
1051.0,44,ProductB,2025-07-01,21.0,4.0
1676.0,70,ProductB,2025-08-01,28.0,4.0
222.0,10,ProductA,2025-06-01,27.0,4.0
308.0,13,ProductB,2025-08-01,,3.0
984.0,41,ProductB,2025-12-01,60.0,6.0
3871.0,162,ProductA,,52.0,11.0
570.0,24,ProductB,2025-06-01,20.0,4.0
3862.0,161,ProductB,2025-10-01,17.0,1.0
2882.0,121,ProductA,2025-02-01,32.0,3.0
943.0,40,ProductA,2025-07-01,16.0,3.0
2240.0,94,ProductA,2025-08-01,3.0,0.0
4102.0,171,ProductB,2025-10-01,9.0,2.0
3647.0,152,ProductB,2025-11-01,23.0,5.0
4166.0,174,ProductB,2025-02-01,30.0,4.0
1863.0,78,ProductB,,,3.0
,187,ProductA,07/01/2025,21.0,5.0
320.0,14,ProductA,2025-08-01,0.0,0.0
751.0,32,ProductA,2025-07-01,68.0,13.0
1486.0,62,ProductB,2025-10-01,49.0,
289.0,13,ProductA,2025-01-01,22.0,2.0
3496.0,146,ProductB,2025-04-01,38.0,4.0
1867.0,78,ProductB,2025-07-01,38.0,8.0
2904.0,121,ProductB,2025-12-01,,7.0
220.0,10,ProductA,2025-04-01,25.0,4.0
2357.0,99,,2025-05-01,36.0,4.0
1783.0,75,ProductA,07/01/2025,6.0,1.0
1483.0,62,ProductB,2025-07-01,40.0,
3046.0,127,ProductB,2025-10-01,5.0,0.0
4529.0,189,ProductB,2025-05-01,7.0,1.0
562.0,24,ProductA,2025-10-01,21.0,4.0
4634.0,194,ProductA,2025-02-01,0.0,0.0
794.0,34,ProductA,2025-02-01,9.0,1.0
,181,ProductB,2025-09-01,44.0,10.0
1961.0,82,ProductB,2025-05-01,31.0,7.0
712.0,30,ProductB,04/01/2025,16.0,3.0
3984.0,166,ProductB,2025-12-01,51.0,12.0
3450.0,144,ProductB,2025-06-01,25.0,5.0
4549.0,190,ProductB,2025-01-01,11.0,1.0
540.0,23,ProductA,2025-12-01,46.0,11.0
703.0,30,ProductA,07/01/2025,12.0,1.0
4575.0,191,ProductB,2025-03-01,21.0,3.0
4157.0,174,ProductA,2025-05-01,19.0,2.0
1213.0,51,ProductB,2025-01-01,27.0,3.0
3856.0,161,ProductB,2025-04-01,17.0,
,106,ProductB,2025-02-01,,6.0
2194.0,92,ProductA,2025-10-01,47.0,6.0
258.0,11,ProductB,2025-06-01,14.0,2.0
1848.0,77,ProductB,2025-12-01,33.0,3.0
626.0,27,ProductA,2025-02-01,17.0,3.0
3327.0,139,ProductB,2025-03-01,32.0,
2961.0,124,ProductA,,13.0,1.0
2777.0,116,ProductB,2025-05-01,34.0,7.0
1524.0,64,ProductA,2025-12-01,1.0,0.0
2328.0,97,ProductB,2025-12-01,27.0,4.0
2859.0,120,ProductA,2025-03-01,34.0,6.0
2305.0,97,ProductA,2025-01-01,33.0,5.0
475.0,20,ProductB,2025-07-01,,0.0
3594.0,150,ProductB,2025-06-01,27.0,5.0
3294.0,138,ProductA,2025-06-01,13.0,1.0
2733.0,114,ProductB,09/01/2025,164.0,24.0
1320.0,55,ProductB,2025-12-01,148.0,17.0
,95,ProductB,11/01/2025,3.0,0.0
4372.0,183,ProductA,2025-04-01,24.0,4.0
2179.0,91,ProductB,2025-07-01,42.0,9.0
2696.0,113,ProductA,08/01/2025,35.0,8.0
2196.0,92,ProductA,2025-12-01,57.0,7.0
1402.0,59,ProductA,2025-10-01,40.0,6.0
3171.0,133,ProductA,03/01/2025,15.0,1.0
4205.0,176,ProductA,2025-05-01,42.0,8.0
2310.0,97,ProductA,2025-06-01,35.0,7.0
1834.0,77,ProductA,2025-10-01,52.0,6.0
2651.0,111,ProductA,2025-11-01,3.0,0.0
4588.0,192,ProductA,2025-04-01,52.0,8.0
2046.0,86,ProductA,2025-06-01,36.0,3.0
4191.0,175,ProductB,2025-03-01,24.0,5.0
4441.0,186,ProductA,2025-01-01,27.0,3.0
4301.0,180,ProductA,2025-05-01,38.0,4.0
1362.0,57,ProductB,2025-06-01,11.0,1.0
4467.0,187,ProductA,03/01/2025,24.0,2.0
1019.0,43,ProductA,2025-11-01,21.0,3.0
3498.0,146,ProductB,2025-06-01,36.0,4.0
14.0,1,ProductB,2025-02-01,43.0,8.0
3422.0,143,ProductB,,6.0,1.0
159.0,7,ProductB,2025-03-01,28.0,5.0
106.0,5,ProductA,2025-10-01,2.0,0.0
2675.0,112,ProductA,2025-11-01,67.0,11.0
3227.0,135,ProductA,11/01/2025,14.0,1.0
3727.0,156,ProductA,2025-07-01,30.0,7.0
72.0,3,ProductB,2025-12-01,41.0,4.0
280.0,12,ProductB,2025-04-01,1.0,
1163.0,49,,2025-11-01,43.0,10.0
1131.0,48,ProductA,2025-03-01,29.0,6.0
,119,ProductB,2025-10-01,45.0,7.0
4740.0,198,,2025-12-01,63.0,15.0
2486.0,104,ProductB,2025-02-01,13.0,2.0
3341.0,140,ProductA,2025-05-01,5.0,0.0
4440.0,185,ProductB,2025-12-01,57.0,6.0
3061.0,128,ProductB,,14.0,2.0
681.0,29,ProductA,2025-09-01,17.0,3.0
2537.0,106,ProductB,,,6.0
2503.0,105,ProductA,2025-07-01,29.0,6.0
342.0,15,ProductA,06/01/2025,5.0,1.0
1803.0,76,ProductA,2025-03-01,26.0,4.0
1034.0,44,ProductA,2025-02-01,14.0,1.0
208.0,9,ProductB,2025-04-01,24.0,3.0
182.0,8,ProductB,2025-02-01,26.0,3.0
3118.0,130,ProductB,2025-10-01,24.0,4.0
257.0,11,ProductB,2025-05-01,13.0,3.0
1694.0,71,ProductB,2025-02-01,26.0,3.0
2028.0,85,ProductA,2025-12-01,31.0,3.0
1452.0,61,ProductA,2025-12-01,,9.0
1627.0,68,ProductB,2025-07-01,48.0,8.0
3063.0,128,ProductB,03/01/2025,21.0,4.0
3345.0,140,ProductA,09/01/2025,14.0,1.0
3365.0,141,ProductA,05/01/2025,27.0,3.0
2146.0,90,ProductA,2025-10-01,18.0,3.0
642.0,27,,2025-06-01,0.0,0.0
4278.0,179,ProductA,2025-06-01,32.0,5.0
2984.0,125,ProductA,2025-08-01,65.0,15.0
2048.0,86,ProductA,2025-08-01,41.0,9.0
3919.0,164,ProductA,2025-07-01,10.0,1.0
3809.0,159,ProductB,2025-05-01,19.0,4.0
669.0,28,ProductB,2025-09-01,18.0,
3654.0,153,ProductA,2025-06-01,27.0,4.0
2866.0,120,,2025-10-01,48.0,7.0
463.0,20,ProductA,2025-07-01,,3.0
1707.0,72,ProductA,2025-03-01,68.0,8.0
335.0,14,ProductB,2025-11-01,3.0,0.0
185.0,8,ProductB,2025-05-01,40.0,7.0
4159.0,174,ProductA,2025-07-01,28.0,3.0
4511.0,188,ProductB,2025-11-01,27.0,6.0
487.0,21,ProductA,2025-07-01,16.0,2.0
3121.0,131,ProductA,2025-01-01,2.0,0.0
1000.0,42,ProductB,2025-04-01,24.0,4.0
1609.0,68,ProductA,2025-01-01,49.0,7.0
3421.0,143,ProductB,2025-01-01,10.0,2.0
20.0,1,ProductB,,107.0,21.0
4747.0,198,ProductB,2025-07-01,22.0,2.0
1592.0,67,ProductA,2025-08-01,47.0,7.0
99.0,5,ProductA,,20.0,
3861.0,161,ProductB,2025-09-01,14.0,1.0
2878.0,120,,10/01/2025,52.0,6.0
1150.0,48,,2025-10-01,55.0,12.0
3835.0,160,ProductB,2025-07-01,44.0,7.0
,51,ProductB,2025-10-01,36.0,5.0
1290.0,54,ProductB,,42.0,9.0
1875.0,79,,2025-03-01,17.0,1.0
2185.0,92,ProductA,2025-01-01,32.0,6.0
1211.0,51,ProductA,2025-11-01,23.0,4.0
4297.0,180,ProductA,2025-01-01,39.0,8.0
4336.0,181,ProductB,2025-04-01,26.0,2.0
755.0,32,ProductA,2025-11-01,111.0,11.0
3721.0,156,ProductA,2025-01-01,12.0,1.0
798.0,34,ProductA,2025-06-01,13.0,2.0
4177.0,175,ProductA,2025-01-01,26.0,3.0
3717.0,155,ProductB,2025-09-01,41.0,10.0
1162.0,49,ProductA,2025-10-01,42.0,7.0
978.0,41,ProductB,2025-06-01,49.0,9.0
380.0,16,ProductB,2025-08-01,10.0,1.0
3316.0,139,ProductA,2025-04-01,49.0,8.0
125.0,6,ProductA,2025-05-01,,5.0
1882.0,79,ProductA,2025-10-01,27.0,
4368.0,182,ProductB,2025-12-01,19.0,4.0
58.0,3,,2025-10-01,43.0,9.0
545.0,23,ProductB,2025-05-01,30.0,4.0
576.0,24,ProductB,2025-12-01,23.0,5.0
1333.0,56,ProductB,2025-01-01,33.0,6.0
1407.0,59,ProductB,2025-03-01,36.0,8.0
3536.0,148,ProductA,2025-08-01,12.0,2.0
1277.0,54,ProductA,2025-05-01,26.0,5.0
1745.0,73,ProductB,2025-05-01,24.0,5.0
678.0,29,,2025-06-01,22.0,5.0
4412.0,184,ProductB,08/01/2025,65.0,9.0
4071.0,170,ProductB,2025-03-01,17.0,1.0
4778.0,200,ProductA,2025-02-01,17.0,2.0
4392.0,183,ProductB,2025-12-01,12.0,2.0
4488.0,187,ProductB,2025-12-01,30.0,7.0
3827.0,160,ProductA,2025-11-01,31.0,
344.0,15,ProductA,2025-08-01,4.0,0.0
3052.0,128,ProductA,04/01/2025,9.0,1.0
4468.0,187,ProductA,2025-04-01,25.0,4.0
4203.0,176,ProductA,2025-03-01,28.0,6.0
1431.0,60,,03/01/2025,,8.0
3370.0,141,ProductA,2025-10-01,24.0,5.0
2499.0,105,ProductA,03/01/2025,28.0,6.0
880.0,37,,2025-04-01,14.0,1.0
,9,ProductB,,36.0,7.0
4110.0,172,ProductA,2025-06-01,13.0,2.0
2407.0,101,ProductA,2025-07-01,23.0,4.0
3952.0,165,ProductB,2025-04-01,32.0,7.0
3935.0,164,ProductB,2025-11-01,11.0,2.0
4051.0,169,ProductB,2025-07-01,,7.0
49.0,3,ProductA,01/01/2025,29.0,5.0
508.0,22,ProductA,2025-04-01,28.0,6.0
3681.0,154,ProductA,2025-09-01,35.0,5.0
4531.0,189,ProductB,2025-07-01,5.0,0.0
3891.0,163,ProductA,2025-03-01,39.0,4.0
1384.0,58,ProductB,2025-04-01,19.0,4.0
807.0,34,ProductB,2025-03-01,19.0,2.0
3699.0,155,ProductA,2025-03-01,,3.0
4649.0,194,ProductB,2025-05-01,2.0,0.0
4411.0,184,ProductB,2025-07-01,55.0,13.0
4639.0,194,,2025-07-01,4.0,0.0
1871.0,78,ProductB,2025-11-01,39.0,7.0
877.0,37,ProductB,,17.0,2.0
4078.0,170,ProductB,10/01/2025,20.0,4.0
,122,ProductB,2025-08-01,21.0,4.0
4133.0,173,ProductA,05/01/2025,23.0,2.0
821.0,35,ProductA,2025-05-01,,3.0
4242.0,177,ProductB,2025-06-01,41.0,4.0
4112.0,172,ProductA,2025-08-01,19.0,4.0
4288.0,179,ProductB,2025-04-01,11.0,2.0
2072.0,87,ProductA,2025-08-01,49.0,7.0
30.0,2,ProductA,2025-06-01,41.0,5.0
1119.0,47,ProductB,2025-03-01,34.0,3.0
3267.0,137,ProductA,2025-03-01,24.0,5.0
918.0,39,ProductA,06/01/2025,,0.0
2762.0,116,ProductA,2025-02-01,24.0,4.0
2954.0,124,ProductA,2025-02-01,9.0,1.0
829.0,35,ProductB,2025-01-01,29.0,7.0
2315.0,97,ProductA,2025-11-01,44.0,7.0
3092.0,129,ProductB,2025-08-01,37.0,7.0
3901.0,163,ProductB,2025-01-01,27.0,5.0
2847.0,119,ProductB,03/01/2025,35.0,4.0
3072.0,128,ProductB,2025-12-01,14.0,2.0
251.0,11,ProductA,2025-11-01,47.0,11.0
331.0,14,ProductB,2025-07-01,11.0,1.0
3538.0,148,ProductA,2025-10-01,10.0,1.0
2828.0,118,ProductB,2025-08-01,25.0,5.0
1077.0,45,ProductB,09/01/2025,13.0,3.0
1515.0,64,ProductA,2025-03-01,13.0,2.0
1807.0,76,ProductA,2025-07-01,26.0,6.0
97.0,5,ProductA,2025-01-01,20.0,4.0
3105.0,130,,2025-09-01,27.0,
,138,ProductB,2025-08-01,25.0,
2450.0,103,ProductA,2025-02-01,19.0,3.0
2117.0,89,ProductA,2025-05-01,25.0,4.0
2206.0,92,ProductB,2025-10-01,61.0,13.0
3068.0,128,,2025-08-01,19.0,3.0
1830.0,77,ProductA,2025-06-01,47.0,6.0
2634.0,110,ProductB,2025-06-01,,3.0
,92,ProductB,02/01/2025,30.0,6.0
449.0,19,ProductB,2025-05-01,13.0,2.0
3673.0,154,ProductA,2025-01-01,21.0,3.0
4773.0,199,ProductB,2025-09-01,24.0,5.0
1340.0,56,ProductB,2025-08-01,59.0,
1042.0,44,ProductA,10/01/2025,,
4360.0,182,ProductB,2025-04-01,13.0,2.0
3677.0,154,ProductA,2025-05-01,28.0,3.0
802.0,34,ProductA,2025-10-01,17.0,2.0
4754.0,199,,2025-02-01,32.0,7.0
1476.0,62,ProductA,2025-12-01,44.0,6.0
2020.0,85,ProductA,2025-04-01,13.0,2.0
3038.0,127,ProductB,2025-02-01,5.0,1.0
2716.0,114,ProductA,2025-04-01,91.0,15.0
434.0,19,ProductA,2025-02-01,15.0,2.0
468.0,20,ProductA,2025-12-01,23.0,4.0
2941.0,123,ProductB,2025-01-01,23.0,4.0
2740.0,115,ProductA,2025-04-01,21.0,2.0
2288.0,96,ProductA,2025-08-01,4.0,0.0
2239.0,94,ProductA,2025-07-01,7.0,1.0
3539.0,148,ProductA,2025-11-01,6.0,0.0
3545.0,148,ProductB,2025-05-01,,1.0
485.0,21,ProductA,2025-05-01,14.0,3.0
4476.0,187,ProductA,2025-12-01,16.0,3.0
1840.0,77,ProductB,2025-04-01,31.0,6.0
3752.0,157,ProductA,,49.0,4.0
1665.0,70,ProductA,2025-09-01,17.0,1.0
2237.0,94,ProductA,2025-05-01,7.0,0.0
910.0,38,ProductB,2025-10-01,2.0,0.0
2422.0,101,ProductB,2025-10-01,1.0,0.0
,161,ProductA,12/01/2025,30.0,4.0
2814.0,118,ProductA,06/01/2025,20.0,3.0
3456.0,144,ProductB,2025-12-01,34.0,5.0
3145.0,132,ProductA,2025-01-01,30.0,5.0
4272.0,178,ProductB,2025-12-01,107.0,26.0
3276.0,137,ProductA,2025-12-01,,5.0
1019.0,43,ProductA,2025-11-01,21.0,3.0
2949.0,123,ProductB,2025-09-01,19.0,3.0
80.0,4,ProductA,2025-08-01,66.0,11.0
1877.0,79,ProductA,2025-05-01,22.0,5.0
3909.0,163,ProductB,2025-09-01,21.0,2.0
2273.0,95,ProductB,2025-05-01,14.0,2.0
4225.0,177,ProductA,01/01/2025,24.0,3.0
1309.0,55,ProductB,2025-01-01,43.0,7.0
2557.0,107,ProductB,,51.0,5.0
897.0,38,ProductA,2025-09-01,,1.0
2749.0,115,ProductB,2025-01-01,11.0,
4762.0,199,ProductA,10/01/2025,,10.0
3646.0,152,ProductB,2025-10-01,25.0,4.0
2425.0,102,ProductA,2025-01-01,15.0,2.0
2827.0,118,ProductB,2025-07-01,18.0,2.0
1623.0,68,ProductB,2025-03-01,,5.0
,13,ProductA,2025-08-01,52.0,7.0
2968.0,124,ProductB,2025-04-01,1.0,0.0
3633.0,152,ProductA,2025-09-01,8.0,1.0
2541.0,106,ProductB,2025-09-01,39.0,5.0
1818.0,76,ProductB,2025-06-01,38.0,7.0
4261.0,178,ProductB,2025-01-01,24.0,4.0
3361.0,141,ProductA,2025-01-01,23.0,3.0
525.0,22,ProductB,2025-09-01,25.0,3.0
1565.0,66,ProductA,2025-05-01,44.0,8.0
1165.0,49,ProductB,2025-01-01,20.0,3.0
3785.0,158,ProductB,2025-05-01,38.0,9.0
2286.0,96,ProductA,06/01/2025,5.0,0.0
1509.0,63,ProductB,2025-09-01,14.0,2.0
2500.0,105,ProductA,2025-04-01,34.0,7.0
2459.0,103,ProductA,2025-11-01,27.0,2.0
4097.0,171,ProductB,2025-05-01,25.0,4.0
4701.0,196,,09/01/2025,32.0,3.0
1322.0,56,ProductA,2025-02-01,41.0,8.0
1469.0,62,ProductA,2025-05-01,31.0,5.0
4260.0,178,ProductA,2025-12-01,135.0,20.0
76.0,4,,,56.0,11.0
3507.0,147,ProductA,2025-03-01,12.0,1.0
2197.0,92,ProductB,2025-01-01,25.0,4.0
3452.0,144,ProductB,2025-08-01,29.0,4.0
2870.0,120,ProductB,2025-02-01,43.0,10.0
1242.0,52,ProductB,2025-06-01,26.0,6.0
1806.0,76,ProductA,2025-06-01,,5.0
2608.0,109,ProductB,2025-04-01,39.0,7.0
3093.0,129,,2025-09-01,38.0,8.0
4367.0,182,ProductB,2025-11-01,22.0,4.0
4515.0,189,ProductA,2025-03-01,12.0,2.0
738.0,31,ProductB,2025-06-01,16.0,2.0
473.0,20,ProductB,2025-05-01,4.0,0.0
4651.0,194,ProductB,2025-07-01,0.0,0.0
1141.0,48,ProductB,2025-01-01,38.0,4.0
2248.0,94,ProductB,2025-04-01,26.0,2.0
,17,ProductB,2025-01-01,19.0,3.0
1442.0,61,ProductA,2025-02-01,18.0,3.0
3598.0,150,ProductB,2025-10-01,34.0,5.0
129.0,6,ProductA,2025-09-01,36.0,4.0
924.0,39,ProductA,,,0.0
2993.0,125,,05/01/2025,51.0,9.0
1537.0,65,ProductA,2025-01-01,41.0,5.0
2505.0,105,ProductA,2025-09-01,27.0,5.0
4688.0,196,ProductA,2025-08-01,36.0,7.0
3845.0,161,ProductA,2025-05-01,31.0,5.0
1823.0,76,ProductB,2025-11-01,53.0,7.0
680.0,29,ProductA,2025-08-01,17.0,2.0
4756.0,199,ProductA,04/01/2025,35.0,5.0
3730.0,156,ProductA,2025-10-01,47.0,4.0
2440.0,102,ProductB,2025-04-01,16.0,3.0
710.0,30,ProductB,,11.0,1.0
3950.0,165,ProductB,2025-02-01,,5.0
322.0,14,ProductA,2025-10-01,1.0,0.0
176.0,8,ProductA,2025-08-01,80.0,16.0
2635.0,110,ProductB,2025-07-01,22.0,2.0
1611.0,68,ProductA,2025-03-01,53.0,9.0
3311.0,138,ProductB,2025-11-01,19.0,1.0
760.0,32,,2025-04-01,74.0,8.0
772.0,33,ProductA,2025-04-01,33.0,4.0
4047.0,169,ProductB,2025-03-01,38.0,5.0
1007.0,42,ProductB,2025-11-01,25.0,5.0
4729.0,198,ProductA,01/01/2025,,4.0
3426.0,143,ProductB,2025-06-01,0.0,0.0
2769.0,116,ProductA,2025-09-01,28.0,5.0
1740.0,73,ProductA,2025-12-01,8.0,1.0
3266.0,137,ProductA,2025-02-01,19.0,2.0
222.0,10,ProductA,2025-06-01,27.0,4.0
1386.0,58,ProductB,2025-06-01,12.0,2.0
417.0,18,ProductA,2025-09-01,28.0,5.0
1247.0,52,ProductB,2025-11-01,27.0,3.0
1600.0,67,ProductB,04/01/2025,22.0,2.0
1696.0,71,ProductB,2025-04-01,32.0,6.0
155.0,7,ProductA,2025-11-01,73.0,
4737.0,198,ProductA,09/01/2025,47.0,9.0
551.0,23,ProductB,2025-11-01,34.0,4.0
2385.0,100,ProductA,2025-09-01,28.0,
3722.0,156,ProductA,2025-02-01,13.0,1.0
2891.0,121,,11/01/2025,61.0,13.0
2452.0,103,ProductA,2025-04-01,24.0,2.0
2933.0,123,ProductA,2025-05-01,44.0,7.0
3630.0,152,ProductA,2025-06-01,6.0,1.0
3850.0,161,ProductA,2025-10-01,40.0,9.0
3360.0,140,ProductB,2025-12-01,22.0,2.0
1856.0,78,ProductA,2025-08-01,38.0,8.0
1099.0,46,ProductB,2025-07-01,9.0,1.0
1580.0,66,ProductB,2025-08-01,58.0,12.0
4648.0,194,ProductB,2025-04-01,0.0,0.0
2391.0,100,ProductB,2025-03-01,25.0,5.0
3521.0,147,ProductB,2025-05-01,,3.0
1390.0,58,ProductB,10/01/2025,19.0,3.0
,51,ProductA,2025-03-01,28.0,5.0
3582.0,150,ProductA,,27.0,3.0
4455.0,186,ProductB,2025-03-01,25.0,5.0
1146.0,48,ProductB,2025-06-01,41.0,8.0
1348.0,57,ProductA,2025-04-01,16.0,3.0
3732.0,156,ProductA,2025-12-01,43.0,5.0
652.0,28,ProductA,2025-04-01,23.0,5.0
1166.0,49,,02/01/2025,15.0,3.0
4483.0,187,ProductB,2025-07-01,34.0,5.0
2147.0,90,ProductA,2025-11-01,22.0,5.0
1048.0,44,ProductB,2025-04-01,15.0,1.0
718.0,30,ProductB,2025-10-01,1.0,0.0
134.0,6,ProductB,2025-02-01,25.0,3.0
4022.0,168,ProductB,2025-02-01,35.0,6.0
4403.0,184,ProductA,2025-11-01,114.0,19.0
1039.0,44,ProductA,2025-07-01,27.0,
746.0,32,ProductA,02/01/2025,50.0,11.0
3110.0,130,ProductB,2025-02-01,22.0,2.0
1957.0,82,ProductB,2025-01-01,26.0,6.0
,52,ProductB,2025-02-01,22.0,3.0
2639.0,110,ProductB,2025-11-01,27.0,4.0
1706.0,72,ProductA,2025-02-01,58.0,13.0
